reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity,transfer_value_usd
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,village,36.369722,37.514925,Multipurpose - Repeated,HRP,1,NA,4,0,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5310,One-off,1,18.8,282.4468085106383,282.4468085106383,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,282.4468085106383
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,village,36.369722,37.514925,Multipurpose - Repeated,HRP,1,NA,4,0,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5310,One-off,1,18.8,282.4468085106383,282.4468085106383,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,282.4468085106383
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,village,36.369722,37.514925,Multipurpose - Repeated,HRP,28,NA,102,0,28,39,35,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.8,173.40425531914892,4855.31914893617,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,173.40425531914892
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,village,36.369722,37.514925,Multipurpose - Repeated,HRP,16,NA,61,0,16,25,20,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3260,One-off,1,18.8,173.40425531914892,2774.4680851063827,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,173.40425531914892
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,village,36.369722,37.514925,Multipurpose - Repeated,HRP,2,NA,8,0,2,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2650,One-off,1,18.8,140.95744680851064,281.9148936170213,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,140.95744680851064
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,village,36.369722,37.514925,Multipurpose - Repeated,HRP,1,NA,5,0,1,3,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.8,110.1063829787234,110.1063829787234,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,110.1063829787234
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Mashhad Ruhin,NA,ساعد(مشهد روحين) / Saed(Mashhad Ruhin),SY07,SY0703,SY070301,C6692,NA,CP001990,NA,NA,36.269416,36.744321,Multipurpose - Repeated,HRP,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2775,One-off,1,18.8,147.6063829787234,147.6063829787234,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,147.6063829787234
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,Al Reef Alshemali(homs) / الريف الشمالي (حمص),SY07,SY0703,SY070301,C4130,NA,CP001437,NA,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2315,One-off,1,18.8,123.13829787234042,123.13829787234042,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,123.13829787234042
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,أطمة,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,9,1,1,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2775,One-off,1,18.8,147.6063829787234,147.6063829787234,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,147.6063829787234
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,باب اسقى مخيم الارامل,NA,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,14,1,1,5,7,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2325,One-off,1,18.8,123.67021276595744,123.67021276595744,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,123.67021276595744
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,NA,SY07,SY0703,SY070301,C4129,NA,NA,دير حسان مخيم نور الصباح,NA,36.233725,36.762754,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,One-off,1,18.8,108.51063829787233,108.51063829787233,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,108.51063829787233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,NA,SY07,SY0703,SY070301,C4129,NA,NA,الكرامة مخيم الايادي البيضاء,NA,36.233725,36.762754,Multipurpose - Repeated,HRP,1,NA,6,1,1,4,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,One-off,1,18.8,108.51063829787233,108.51063829787233,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,108.51063829787233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,مخيم كفر لوسين الهلال الاحمر,NA,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,7,1,1,1,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,One-off,1,18.8,108.51063829787233,108.51063829787233,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,108.51063829787233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,NA,SY07,SY0703,SY070301,C4129,NA,NA,اطمة مخيم الاندلس,NA,36.233725,36.762754,Multipurpose - Repeated,HRP,1,NA,10,1,1,7,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,One-off,1,18.8,108.51063829787233,108.51063829787233,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,108.51063829787233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,أطمة - مخيم الجزيرة,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,8,1,1,2,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,One-off,1,18.8,108.51063829787233,108.51063829787233,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,108.51063829787233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,اطمة - مخيم ريف حمص الشمالي,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,2,1,1,0,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2050,One-off,1,18.8,109.04255319148936,109.04255319148936,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,109.04255319148936
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,مخيمات الكرامة,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,15,1,1,7,6,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2315,One-off,1,18.8,123.13829787234042,123.13829787234042,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,123.13829787234042
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,صلوة,NA,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,7,1,1,3,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2325,One-off,1,18.8,123.67021276595744,123.67021276595744,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,123.67021276595744
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,NA,NA,SY11,SY1102,SY110200,C5792,NA,NA,NA,village,36.690567,38.947556,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3240,One-off,1,18.8,172.3404255319149,172.3404255319149,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.3404255319149
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Ar-Raqqa,Tell Abiad,Tell Abiad,Hweijet Abdi,NA,NA,SY11,SY1102,SY110200,C5805,NA,NA,NA,village,36.629206,38.973229,Multipurpose - Repeated,HRP,1,NA,3,1,2,0,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,One-off,1,18.8,108.51063829787233,108.51063829787233,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,108.51063829787233
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,NA,NA,SY11,SY1102,SY110200,C5792,NA,NA,NA,village,36.690567,38.947556,Multipurpose - Repeated,HRP,25,NA,88,1,25,38,24,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,4460,One-off,1,18.8,237.23404255319147,5930.851063829787,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,237.23404255319147
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,NA,NA,SY11,SY1102,SY110200,C5792,NA,NA,NA,village,36.690567,38.947556,Multipurpose - Repeated,HRP,55,NA,208,1,55,62,90,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3940,One-off,1,18.8,209.5744680851064,11526.595744680852,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,209.5744680851064
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,NA,NA,SY11,SY1102,SY110200,C5792,NA,NA,NA,village,36.690567,38.947556,Multipurpose - Repeated,HRP,17,NA,78,1,17,27,33,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1970,One-off,1,18.8,104.7872340425532,1781.3829787234042,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,104.7872340425532
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,HRP,2,NA,13,3,3,4,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3520,One-off,1,18.8,187.23404255319147,374.46808510638294,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,187.23404255319147
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,2,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2850,One-off,1,18.8,151.59574468085106,151.59574468085106,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,151.59574468085106
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,3,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3240,One-off,1,18.8,172.3404255319149,172.3404255319149,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,172.3404255319149
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,5,NA,20,4,4,6,6,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5450,One-off,1,18.8,289.8936170212766,1449.4680851063831,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,289.8936170212766
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,HRP,4,NA,19,4,4,5,6,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5440,One-off,1,18.8,289.36170212765956,1157.4468085106382,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,289.36170212765956
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2800,One-off,1,18.8,148.93617021276594,148.93617021276594,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,148.93617021276594
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,4230,One-off,1,18.8,225,225,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,225
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,2,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2850,One-off,1,18.8,151.59574468085106,151.59574468085106,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,151.59574468085106
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,2,0,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,18.8,112.7659574468085,112.7659574468085,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,112.7659574468085
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2840,One-off,1,18.8,151.06382978723403,151.06382978723403,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,151.06382978723403
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,HRP,2,NA,10,2,3,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3520,One-off,1,18.8,187.23404255319147,374.46808510638294,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,187.23404255319147
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,HRP,2,NA,11,2,3,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3720,One-off,1,18.8,197.87234042553192,395.74468085106383,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,197.87234042553192
Ataa Humanitarian Relief Association (ATAA),Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1905,One-off,1,18.8,101.32978723404256,101.32978723404256,Vulnerability-based,2023-02-01,2023-02-28,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,28-02-2023,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response,101.32978723404256
